ID,四川话原句,称谓,en_gold_human,pred_english_lora_mbart,model_address_rendering,error_label,称谓类型,称谓类型中文,auto_note,标注理由,人工复核
ADDR_139,喂不好意思我刚才我那个电话有电把我耳朵唉我也不晓得我在说啥子你你说他怎么是个疯子吗你快问他你们昨天在干啥子快点儿问,疯子,nuts ,"I'm sorry, I just got a phone call, and I didn't know what I was saying. Did you say he was crazy?",crazy,Preserved,insult,冒犯/戏谑称谓,matches human target or accepted synonym,模型译文中出现了“crazy”，与人工标注“nuts”相同或属于可接受近义译法；因此判断为保留了“疯子”的主要称谓/语用功能。,
ADDR_140,啥变手不分茶神经病兄弟你也是吃点白喝的哦火的哦,神经病,nuts ,"What's wrong with your hands? Brother, you're also eating and drinking.",brother,Other,insult,冒犯/戏谑称谓,wrong or shifted person/address rendering,模型译文中出现了“brother”，说明它没有完全省略称谓；但该表达与人工标注“nuts”不一致，属于称谓类别、人物关系、性别/身份或情感色彩发生偏移。,
ADDR_141,你说你愿意为我去死得嘛那你把扇子一丢哎你像有神经病嗦,神经病,nuts ,"You say you want to die for me, and you throw away the fan?",fan,Other,insult,冒犯/戏谑称谓,wrong or shifted person/address rendering,模型译文中出现了“fan”，说明它没有完全省略称谓；但该表达与人工标注“nuts”不一致，属于称谓类别、人物关系、性别/身份或情感色彩发生偏移。,
ADDR_142,神经病就拽死经比你拽世东去比你好高天比你你还是个大学生,神经病,nuts ,It's more like you're a college student than you are.,,Omitted,insult,冒犯/戏谑称谓,no clear English rendering of the target address term,人工标注认为“神经病”应体现为“nuts”，但模型译文中没有明显对应的人称称谓或近义表达；因此判断为称谓被省略。,
ADDR_143,王阳明将自良之满街都是圣人一边而为东林党无党尽是好人为有力抗满清的熊廷弼是坏人是应当拿来杀你,坏人,bad men,"King Yang-ming said that the streets were filled with sacred people, and that there was no party for the Eastern Party.",,Omitted,insult,冒犯/戏谑称谓,no clear English rendering of the target address term,人工标注认为“坏人”应体现为“bad men”，但模型译文中没有明显对应的人称称谓或近义表达；因此判断为称谓被省略。,
ADDR_144,你不知不知不是不知道我们家那个情况晓得吧那个车啊三年时间这次还跑了一万公里开都没时间开三阳你晓得那个带娃儿又要要钱哪有时间开嘛哎多多少少少现在你想买起那个空心菜七角钱一斤买的做三角钱一斤你脑壳有包啊你七角买的你做三角钱一斤嘛跟那个旁边那个龟儿子打价格战的嘛他们卖五角我卖三角噻我气我咽不下那口气的嘛,龟儿子,bastard ,"You don't know the situation in our house, you know? The car has been running for three years, and this time it ran 10,000 kilometers.",,Omitted,insult,冒犯/戏谑称谓,no clear English rendering of the target address term,人工标注认为“龟儿子”应体现为“bastard”，但模型译文中没有明显对应的人称称谓或近义表达；因此判断为称谓被省略。,
ADDR_145,晓得是啥子东西到真爱啊那个怪奇怪怪像个傻子一样,傻子,moron/dumb,You know what you love? That strange thing is like a fool.,fool,Preserved,insult,冒犯/戏谑称谓,matches human target or accepted synonym,模型译文中出现了“fool”，与人工标注“moron/dumb”相同或属于可接受近义译法；因此判断为保留了“傻子”的主要称谓/语用功能。,
ADDR_146,老子神经病我是金色的哦两个一口头真的是,神经病,nuts ,"I'm a golden one, and the two heads really are.",,Omitted,insult,冒犯/戏谑称谓,no clear English rendering of the target address term,人工标注认为“神经病”应体现为“nuts”，但模型译文中没有明显对应的人称称谓或近义表达；因此判断为称谓被省略。,
ADDR_147,哪怕他的退休工资低他不愿意再在儿女身上拿钱所以这些坏人这些骗子的趁机机会,坏人,bad men,"Even though his retirement salary is low, he does not want to take any more money from his children.",child,Other,insult,冒犯/戏谑称谓,wrong or shifted person/address rendering,模型译文中出现了“child”，说明它没有完全省略称谓；但该表达与人工标注“bad men”不一致，属于称谓类别、人物关系、性别/身份或情感色彩发生偏移。,
ADDR_148,啊摔不死你这个狗东西,狗东西,son of bitch,You're not going to die.,,Omitted,insult,冒犯/戏谑称谓,no clear English rendering of the target address term,人工标注认为“狗东西”应体现为“son of bitch”，但模型译文中没有明显对应的人称称谓或近义表达；因此判断为称谓被省略。,
ADDR_149,大傻子啥傻子嗯我不是羊嘞刀刀,傻子,moron/dumb,I'm not a sheep.,,Omitted,insult,冒犯/戏谑称谓,no clear English rendering of the target address term,人工标注认为“傻子”应体现为“moron/dumb”，但模型译文中没有明显对应的人称称谓或近义表达；因此判断为称谓被省略。,
ADDR_150,那你妹子的你还想来没我你你要动手啪你日妈差点把老子抽这样的妈哎哟我打你龟儿秀龙潭,龟儿,bastard ,"You're still thinking about me, and you're going to do something like this, and your mother almost took the old one out, and I'm going to hit you.",mother,Other,insult,冒犯/戏谑称谓,wrong or shifted person/address rendering,模型译文中出现了“mother”，说明它没有完全省略称谓；但该表达与人工标注“bastard”不一致，属于称谓类别、人物关系、性别/身份或情感色彩发生偏移。,
